id,name,address,postcode,Last Recorded Financial Year,income,expenditure,howHelps,whatDoes,whoHelps,activities,aim,sizeBand,primaryFocus,lsoaCode,lat,lng,imdScore,imdDecile,incomeScore,employmentRate,educationSkillsTrainingScore,healthDeprivation,crimeDeprivation,housingBarriersDeprivation,livingEnvScore,totalPopulation,childPopulation,olderPopulation
1059773,TOWER HAMLETS PARENTS CENTRE,"Tower Hamlets Parents Centre, 1 Links Yard, London",E1 5LX,31/03/2025,138321.0,126574.0,"Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Education/training, Economic/community Development/employment","Children/young People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","ESOL, Literacy and Numeracy Classes,Representing children in admission appeals, disciplinary and exclusion hearings,Parenting Skills Courses, Saturday and Sunday Homework Clubs,Educational Advice and Information,Summer Holiday Programme,Annual Parents+ö+ç+û Conference,Educational Workshops",(A) THE PROVISION OF ADVICE AND INFORMATION WHICH HELPS PARENTS LIVING IN THE LONDON BOROUGH OF TOWER HAMLETS UNDERSTAND THE EDUCATIONAL NEEDS OF THEIR CHILDREN AND THEREBY ADVANCE THEIR EDUCATION  (B) TO ADVANCE THE EDUCATION OF THE PUBLIC BY THE PROVISION OF TRAINING IN PARENTING SKILLS,Medium,Economic/community Development/employment,E01004306,51.519439,-0.069894,36.117,2.0,0.387,0.19,15.221,0.546,0.73,38.717,48.653,1926.0,302.0,204.0
1060395,SSBA COMMUNITY TRUST,"The Business Development Centre, 7-15 Greatorex Street, LONDON",E1 5NF,31/03/2025,154180.0,105201.0,"Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, Economic/community Development/employment","People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Defined Groups","THE TRUST PROVIDES DEVELOPMENT SUPPORT AND HELP TO SMALL COMMUNITY PROJECTS AND CHARITABLE STATUS THROUGH TWO SPECIFIC TRAINING & ENTERPRISE PROJECTS DEVELOPED BY THE SSBA; POETRY IN WOOD A PROJECT TEACHING WOODWORKING & OTHER SKILLS TO PEOPLE WITH LEARNING DIFFICULTIES & HEBA, A PROJECT TEACHING DISADVANTAGED WOMEN ESOL, SEWING, IT & OTHER LIFE SKILLS.","(A) THE ADVANCEMENT OF THE EDUCATION OF THE PUBLIC; AND (B) THE RELIEF OF FINANCIAL NEED, AND IN PARTICULAR BUT NOT SO AS TO LIMIT THE GENERALITY OF THE FOREGOING (1) THE PROVISION OF EDUCATIONAL, TRAINING AND REHABILITATION FACILITIES FOR PERSONS LIVING OR WORKING IN EAST LONDON AND PARTICULARLY IN THE SPITAFIELDS AREA INCLUDING THOSE WHO ARE MENTALLY OR PHYSICALLY HANDICAPPED OR HAVE LEARNING DIFFICULTIES OF ANY KIND OR THROUGH THEIR SOCIAL OR ECONOMIC CIRCUMSTANCES ARE IN NEED AND ARE UNABLE TO OBTAIN EMPLOYMENT;AND (11) THE EDUCATION AND TRAINING OF WOMEN INCLUDING THOSE IN ETHNIC MINORITY GROUPS IN LANGUAGE AND OTHER SKILLS.",Medium,Economic/community Development/employment,E01004309,51.517871,-0.06702,47.715,1.0,0.571,0.221,16.099,1.316,1.233,35.237,37.877,2882.0,461.0,248.0
1067950,BENGALI WELFARE AND CULTURAL SOCIETY (REDBRIDGE),"Flat 68, Sleaford House, Fern Street, London",E3 3PZ,31/07/2024,150.0,75.0,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Overseas Aid/famine Relief, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","CHARITY OPERATES LONDON AREA,MAINLY REDBRIDGE AREA","THE OBJECT FOR THE SOCIETY IS ESTABLISHED ARE PRINCIPALLY , BUT EXCLUSIVELY FOR THE BENEFIT OF ANY BENGALI WHEREVER IN THE WORLD HE OR SHE MAY BE RESIDING WITH PARTICULAR REFERENCES TO THE BENGALIS LIVING AND WORKING WITHIN AND AROUND THE LONDON BOROUGH OF REDBRIDGE, AND OTHER ADJOINING LONDON BOROUGHS FOR THE PURPOSE OF CARRYING OUT SUCH OF THE FOLLOWING PURPOSES AS ARE CHARITABLE :[1] THE RELIEF OF POVERTY, ISOLATION AND DISTRESS.[2] THE ADVANCEMENT OF EDUCATION OF AND PROVISION OF FINANCIAL ASSASSINATE FOR THEIR EDUCATION AND OF THEIR DEPENDANTS.[3] THE RELIEF OF SICKNESS AND THE PROTECTION OF HEALTH.[4] THE PROVISION OF FACILITIES FOR RECREATION AND OTHER LEISURE OCCUPATION IN THE INTERESTS OF SOCIAL WELFARE WITHIN THE MEANING OF THE RECREATIONAL CHARITIES ACT 1958 AND AS LIMITED IN THAT ACT,[5] HELP THE ELDERLY AND DISADVANTAGED THROUGH PROVISIONS OF AVAILABLE COMMUNITY BASED FACILITIES ; E G CARE SERVICES , NURSING FACILITIES, LUNCHEON / RECREATION AND LEISURE  CLUBS, DAY TRIPS AND OUTGOING , ADVICE ON COMMUNITY HEALTH CARE SERVICE INCLUDING DAY CENTRES GEARED TO THE SPECIAL AND SPECIFIC NEEDS OF THE COMMUNITIES, SHELTERED ACCOMMODATION WITH SPECIFIC CULTURE SENSITIVE NEEDS . PLACES OF WORSHIP , NURSING HOMES .HOSPITALS, PENSIONS AND BENEFITS AND ALL OTHER MATTERS THAT MAY IMPROVE THE QUALITY OF LIFE.[5] HELP THE YOUTH BY PROVIDING ADVICE , INFORMATION AND RESOURCES ON EDUCATION, HEALTH, RECREATION AND OTHER FACILITIES.",Micro,Overseas Aid/famine Relief,E01004241,51.520675,-0.021019,48.793,1.0,0.643,0.247,26.885,0.97,0.31,41.645,22.892,1750.0,431.0,211.0
1069987,ASIAN MUSLIM CULTURAL ASSOCIATION,"145 SHADWELL PLACE, LONDON",E1 2QB,31/03/2024,102142.0,46880.0,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Religious Activities, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Other Charitable Purposes","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind",To provide educational & cultural facilities to the young and adult Muslims of Shadwell and its surroundings. The charity also provide social welfare and worship facilities to the local public.,"(A) TO ADVANCE THE MUSLIM RELIGION. (B) TO ADVANCE THE EDUCATION OF THE PUBLIC IN THE MANY FACETS OF THE ASIAN MUSLIM CULTURE. (C) THE PROVISION OF FACILITIES FOR THE RECREATION AND OTHER LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITION OF LIFE FOR THOSE PERSONS WHO ARE IN NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT, POVERTY OR SOCIAL OR ECONOMIC CIRCUMSTANCES. (D) THE RELIEF OF POVERTY BY THE PROVISION OF ADVICE AND INFORMATION CONCERNING HEALTH, HOUSING, RACE RELATIONS, WELFARE RIGHTS, AND OTHER SUCH MATTERS.",Medium,Human Rights/religious Or Racial Harmony/equality Or Diversity,E01004302,51.511756,-0.055057,45.534,1.0,0.557,0.192,25.12,0.869,0.777,46.296,37.741,1712.0,458.0,89.0
1071838,DOCKLANDS OUTREACH COMPANY LIMITED,"DOCKLANDS OUTREACH, ST MATTHIAS CHURCH, 113 POPLAR HIGH STREET, LONDON",E14 0AE,31/03/2025,606626.0,424411.0,"Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Accommodation/housing, Economic/community Development/employment","Children/young People, People Of A Particular Ethnic Or Racial Origin, Other Defined Groups","Docklands Outreach is a health and preventative social inclusion agency providing comprehensive services to young people, children and families. We work with those who are affected by  social, mental or physical issues that can lead to risk of harm by providing therapeutic and practical support.","TO ADVANCE EDUCATION AND PRESERVE AND PROTECT THE HEALTH OF PERSONS IN EAST LONDON AND SURROUNDING AREAS BY THE FREE PROVISION OF ADVICE, CARE, COUNSELLING, DELIVERY OF INFORMATION, MEDICAL ASSISTANCE, SERVICES, TRAINING, EDUCATIONAL, PREVENTATIVE AND HARM MINIMISATION PROGRAMMES IN THE FIELDS OF DRUGS AND DRUG MIS-USE, SEXUAL HEALTH (INCLUDING HUMAN IMMUNODEFICIENCY VIRUS (HIV) AND ACQUIRED IMMUNE DEFICIENCY SYNDROME (AIDS) AND OTHER RELATED SOCIAL, MENTAL OR PHYSICAL ISSUES.",Medium,Accommodation/housing,E01004257,51.508996,-0.015357,47.337,1.0,0.624,0.214,32.022,0.677,0.656,37.491,38.143,2290.0,547.0,176.0
1072381,VERNON PRE-SCHOOL PLAYGROUP,"St. Stephens Estate Based Office, 29 Vernon Road, LONDON",E3 5HQ,31/03/2025,215480.0,202860.0,Provides Services,Education/training,Children/young People,We are an ofsted registered playgroup. Providing learning through play for children aged 2 years to 5 years old.,TO ADVANCE THE EDUCATION OF CHILDREN BELOW COMPULSORY SCHOOL AGE IN TOWER HAMLETS.,Medium,Education/training,E01004226,51.53138,-0.028744,31.751,3.0,0.439,0.162,19.922,0.665,0.788,24.584,26.975,2456.0,520.0,181.0
1075206,BIJOY YOUTH GROUP,"191 Roman Road, LONDON, Bethnal Green",E2 0QY,31/03/2025,37816.0,35873.0,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","supplementary education classess;  occassional community cohesion sessions for local tenants, residents and  users; capacity building training programme for members & volunteers; elderly sessions for local elderly & pensioners; summer & easter paly schemes for local young people, advice and information sessions; counselling sessions for elderly and young alike, job clubs fro local unemployed peopl","3.1 TO PROMOTE THE BENEFIT OF BANGLADESHI PEOPLE RESIDENT IN THE LONDON BOROUGHS OF HACKNEY, NEWHAM AND TOWER HAMLETS BY ASSOCIATING TOGETHER THE INHABITANTS AND THE LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS TO ADVANCE EDUCATION, AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE INHABITANTS OF THE AREA OF BENEFIT.
3.2 TO ORGANISE CULTURAL, RECREATIONAL AND FAITH BASED RELIGIOUS ACTIVITIES FOR OLD AND YOUNG ALIKE IN THE SAID AREA IN ORDER TO ENHANCE THEIR UNDERSTANDING ON ISSUES SUCH AS COMMUNITY COHESION, RACE RELATION AND MULTI FAITH AND MULTI CULTURAL VISION.",Small,Amateur Sport,E01032786,51.529503,-0.046126,35.5,2.0,0.496,0.179,18.249,0.317,0.578,36.31,31.706,1678.0,425.0,165.0
1075401,BOW MUSLIM COMMUNITY CENTRE,"515B - 517 ROMAN ROAD, BOW, LONDON",E3 5EL,31/03/2025,183185.0,55689.0,"Provides Buildings/facilities/open Space, Provides Services, Other Charitable Activities","Education/training, Religious Activities","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin","Providing help and assistance, mainly educational and religious, to the local Muslim community to overcome their disadvantages and improve their condition of life","ESTABLISHED FOR THE BENEFITS OF PERSONS IN THE BOW NEIGHBORHOOD OF THE LONDON BOROUGH OF TOWER HAMLETS AND IN PARTICULAR THE MUSLIM COMMUNITY , TO ADVANCE THE MUSLIM RELIGION , ADVANCE EDUCATION , RELIEVE POVERTY , AND PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES FOR RECREATION OR LEISURE-TIME  OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THE ABOVE-MENTIONED PERSONS.",Medium,Religious Activities,E01004222,51.533125,-0.029865,37.465,2.0,0.47,0.233,27.436,0.66,0.735,24.529,27.031,2789.0,508.0,462.0
1075458,BURDETT ESTATE PLAYGROUP,"1-2 BUTLER HOUSE, BURDETT ROAD, LONDON",E14 7AB,31/03/2025,152652.0,108427.0,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services",Education/training,"Children/young People, People With Disabilities","To advance the education of children below compulsory school age in Tower Hamlets, providing safe and satisfying group play, in which parents have the right to take part.
Encouraging other charitable activities through which parents may help the children.","TO ADVANCE THE EDUCATION OF CHILDREN BELOW COMPULSORY SCHOOL AGE IN TOWER HAMLETSA) PROVIDING SAFE AND SATISFYING GROUP PLAY, IN WHICH PARENTS HAVE THE RIGHT TO TAKE PART:B) ENCOURAGING OTHER CHARITABLE ACTIVITIES THROUGH WHICH PARENTS MAY HELP THE CHILDREN.",Medium,Education/training,E01035676,51.515482,-0.028292,40.375,2.0,0.524,0.215,24.107,0.425,0.414,40.473,33.671,1604.0,383.0,209.0
1075594,ST PETER'S BENGALI ASSOCIATION,"MINERVA HOUSING CENTRE, 10 MINERVA STREET, LONDON",E2 9EH,31/03/2025,26719.0,15762.0,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Accommodation/housing, Economic/community Development/employment","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Supplementary Education and Study Support Class for ChildrenMother Tongue Language ClassesWelfare Advice and Information ServiceYoung Engagement Programme","THE CHARITY IS ESTABLISHED TO ADVANCE THE EDUCATION, INCLUDING THE PHYSICAL DEVELOPMENT, OF CHILDREN (IN PARTICULAR OF BENGALI ORIGIN) IN THE LONDON BOROUGH OF TOWER HAMLETS AND HACKNEY.",Small,Accommodation/housing,E01004199,51.531636,-0.059761,44.165,2.0,0.541,0.222,27.729,0.812,0.805,37.962,34.365,1775.0,361.0,204.0
1075745,MULBERRY SCHOOL (TOWER HAMLETS) TRUST,"Mulberry School for Girls, Mulberry School, Richard Street, LONDON",E1 2JP,25/03/2025,823.0,123712.0,"Provides Other Finance, Provides Services","Education/training, Arts/culture/heritage/science","Children/young People, Other Defined Groups",Education related,"FOR THE ADVANCEMENT OF EDUCATION AND IN PARTICULAR THE ADVANCEMENT OF EDUCATION OF PUPILS ATTENDING MULBERRY SCHOOL FOR GIRLS BY BY IMPLEMENTING AND ENHANCING THE EDUCATIONAL PROVISION OF THE SCHOOL THEREBY ASSISTING THE DELIVERY OF THE CURRICULUM AT THE SCHOOL PARTICULARLY IN SUBJECTS SUCH AS SPORTS AND THE ARTS THROUGH PROVIDING AND ASSISTING IN THE PROVISION OF ITEMS, FACILITIES AND EQUIPMENT AT THE SCHOOL AND THROUGH SUCH OTHER WAYS AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE PROVIDED THAT IN SO DOING THE TRUSTEES SHALL NOT RELIEVE THE LOCAL EDUCATION AUTHORITY OR ANY OTHER STATUTORY BODY OF ITS STATUTORY OBLIGATIONS.",Micro,Arts/culture/heritage/science,E01004304,51.514507,-0.060432,44.952,1.0,0.564,0.216,30.482,0.259,0.476,47.292,38.353,2224.0,455.0,276.0
1076857,ISLAND ADVICE CENTRE,"ISLAND HOUSE, ROSERTON STREET, LONDON",E14 3PG,31/03/2025,467465.0,482423.0,Provides Advocacy/advice/information,"Education/training, The Prevention Or Relief Of Poverty","Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","IAC is an independent advice service that provides support and guidance on statutory rights and entitlement to local residents. Areas of advice include; welfare rights, housing, debt. Advice is given from basic level up to specialist casework. In addition the organisation provides training and volunteering opportunities to individuals interested in developing advice skills.",TO RELIEVE POVERTY IN THE AREA  KNOWN AS THE ISLE OF DOGS AND NEARBY AREAS BY THE ADVANCEMENT OF EDUCATION OF THE GENERAL PUBLIC IN THE FIELD OF WELFARE AND INDIVIDUAL RIGHTS.,Medium,The Prevention Or Relief Of Poverty,E01004221,51.498483,-0.010022,29.445,3.0,0.362,0.126,14.169,0.6,0.381,42.984,28.503,1943.0,363.0,199.0
1077423,MAZAHIRUL ULOOM LONDON,"241-243 Mile End Road, London",E1 4AA,31/08/2024,507313.0,439159.0,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Elderly/old People, The General Public/mankind","The charity provides facilities for 5 times prayer daily and open for 365 days of the year. It runs educational seminars for adults and youths. The charity also runs evening madrasa for basic Quran teaching in addition to basic Islamic ethics.The charity runs a full time school on Natioanl Carriculum from year 7 to year 11.",FOR THE ADVANCEMENT OF EDUCATION AND RELIGION IN ACCORDANCE WITH THE TENETS AND DOCTRINES OF THE QUR'AN AND HIDATH.,Medium,Human Rights/religious Or Racial Harmony/equality Or Diversity,E01035670,51.522215,-0.045299,25.999,4.0,0.284,0.091,27.166,-0.035,0.741,36.527,38.044,4759.0,527.0,299.0
1079150,SPEAKER OF TOWER HAMLETS COMMITTEE FOR LOCAL CHARITIES,"LONDON BOROUGH OF TOWER HAMLETS, Town Hall, 160 Whitechapel Road, LONDON",E1 1BJ,30/09/2023,33514.0,32513.0,Makes Grants To Organisations,General Charitable Purposes,"Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies",Fund raising activities including Speaker's Charity evening and appeals by the Speaker to local businesses.,TO OR FOR THE BENEFIT OF SUCH CHARITABLE PURPOSE OR PURPOSES OR SUCH CHARITABLE INSTITUTION IN PARTICULAR FOR THE BENEFIT OF THE INHABITANTS OF THE LONDON BOROUGH OF TOWER HAMLETS AS THE TRUSTEES SHALL DECIDE,Small,General Charitable Purposes,E01004322,51.51932,-0.057301,45.199,1.0,0.666,0.146,17.107,1.203,0.385,33.642,45.013,1532.0,255.0,86.0
1079423,STEPNEY SHAHJALAL MOSQUE & CULTURAL CENTRE,"81-83 DUCKETT STREET, LONDON",E1 4TD,31/03/2025,573318.0,207526.0,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, Religious Activities, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","To advance religious education among children and adults and to provide facilities for prayer, recreation and leisure activities.","TO ADVANCE THE ISLAMIC RELIGION AMONGST THE RESIDENTS LIVING IN AND PERSONS VISITING THE GEOGRAPHICAL AREA OF OLD ST DUNSTANS WARD IN THE LONDON BOROUGH OF TOWER HAMLETS.
TO ADVANCE THE EDUCATION OF THE PUBLIC IN PARTICULAR CHILDREN IN ACCORDANCE WITH THE TEACHINGS OF ISLAM IN THE AREA OF BENEFIT.
THE PROVISION OF FACILITIES FOR THE RECREATION OR OTHER LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE 0F THOSE PERSONS LIVING IN THE AREA OF BENEFIT AND WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES.
TO PROMOTE GOOD RACE AND COMMUNITY RELATIONS WITH OTHER ETHNIC COMMUNITIES IN THE AREA OF BENEFIT..",Medium,Other Charitable Purposes,E01035681,51.518423,-0.041195,42.033,2.0,0.554,0.244,25.115,0.7,0.336,34.732,26.173,2070.0,449.0,245.0
1079457,EVANGELICAL CHURCH WINNING ALL (ECWA),"Raines Foundation School, Approach Road, LONDON",E2 9LY,31/12/2024,36754.0,32460.0,Other Charitable Activities,"General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Elderly/old People, The General Public/mankind",Evangelical Christian Worship Assembly as a charity aims to advance the Christian faith in London and other parts of United Kingdom. We are also committed to relieving persons who are in conditions of need or hardship in United Kingdom and other parts of the world as the trustees may think fit.,(A) TO ADVANCE THE CHRISTIAN FAITH IN ACCORDANCE WITH THE STATEMENT OF BELIEFS APPEARING IN THE SCHEDULE HERETO IN LONDON AND IN SUCH OTHER PARTS  OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT (B) TO RELIEVE PERSONS WHO ARE IN CONDITIONS OF NEED OR HARDSHIP OR WHO ARE AGED OR SICK AND TO RELIEVE THE DISTRESS CAUSED THEREBY IN LONDON AND IN SUCH OTHER PART OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT (C) TO PROMOTE AND FULFIL SUCH OTHER CHARITABLE PURPOSES BENEFICIAL TO THE COMMUNITY IN LONDON AND IN SUCH OTHER PARTS OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT,Small,Overseas Aid/famine Relief,E01035661,51.53127,-0.05176,41.343,2.0,0.499,0.145,24.39,1.328,0.846,40.487,33.848,1647.0,332.0,88.0
